path,left,right,forward,backward,brake
outputs/training_data/vertically_flipped_32.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_32.jpeg,0,0,0,0,1
outputs/training_data/33.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_33.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_33.jpeg,0,0,0,0,1
outputs/training_data/34.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_34.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_34.jpeg,0,0,0,0,1
outputs/training_data/35.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_35.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_35.jpeg,0,0,1,0,0
outputs/training_data/36.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_36.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_36.jpeg,0,0,1,0,0
outputs/training_data/37.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_37.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_37.jpeg,0,0,1,0,0
outputs/training_data/38.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_38.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_38.jpeg,0,0,1,0,0
outputs/training_data/39.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_39.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_39.jpeg,0,0,1,0,0
outputs/training_data/40.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_40.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_40.jpeg,0,0,1,0,0
outputs/training_data/41.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_41.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_41.jpeg,0,0,1,0,0
outputs/training_data/42.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_42.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_42.jpeg,0,0,1,0,0
outputs/training_data/43.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_43.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_43.jpeg,0,0,1,0,0
outputs/training_data/44.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_44.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_44.jpeg,0,0,1,0,0
outputs/training_data/45.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_45.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_45.jpeg,0,0,1,0,0
outputs/training_data/46.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_46.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_46.jpeg,0,0,1,0,0
outputs/training_data/47.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_47.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_47.jpeg,0,0,1,0,0
outputs/training_data/48.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_48.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_48.jpeg,0,0,1,0,0
outputs/training_data/49.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_49.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_49.jpeg,0,0,1,0,0
outputs/training_data/50.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_50.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_50.jpeg,0,0,1,0,0
outputs/training_data/51.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_51.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_51.jpeg,0,0,1,0,0
outputs/training_data/52.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_52.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_52.jpeg,0,0,1,0,0
outputs/training_data/53.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_53.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_53.jpeg,0,0,1,0,0
outputs/training_data/54.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_54.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_54.jpeg,0,0,0,0,1
outputs/training_data/55.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_55.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_55.jpeg,0,0,0,0,1
outputs/training_data/56.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_56.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_56.jpeg,0,0,0,0,1
outputs/training_data/57.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_57.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_57.jpeg,0,0,0,0,1
outputs/training_data/58.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_58.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_58.jpeg,0,0,0,0,1
outputs/training_data/59.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_59.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_59.jpeg,0,0,0,0,1
outputs/training_data/60.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_60.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_60.jpeg,0,0,0,0,1
outputs/training_data/61.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_61.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_61.jpeg,0,0,0,0,1
outputs/training_data/62.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_62.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_62.jpeg,0,0,0,0,1
outputs/training_data/63.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_63.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_63.jpeg,0,0,1,0,0
outputs/training_data/64.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_64.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_64.jpeg,0,0,1,0,0
outputs/training_data/65.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_65.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_65.jpeg,0,0,1,0,0
outputs/training_data/66.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_66.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_66.jpeg,0,0,1,0,0
outputs/training_data/67.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_67.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_67.jpeg,0,0,1,0,0
outputs/training_data/68.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_68.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_68.jpeg,0,0,1,0,0
outputs/training_data/69.jpeg,0,0,1,0,0
outputs/training_data/vertically_flipped_69.jpeg,0,0,1,0,0
outputs/training_data/horizontally_flipped_69.jpeg,0,0,1,0,0
outputs/training_data/70.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_70.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_70.jpeg,1,0,1,0,0
outputs/training_data/71.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_71.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_71.jpeg,1,0,1,0,0
outputs/training_data/72.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_72.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_72.jpeg,0,0,0,0,1
outputs/training_data/73.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_73.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_73.jpeg,0,0,0,0,1
outputs/training_data/74.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_74.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_74.jpeg,0,0,0,0,1
outputs/training_data/75.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_75.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_75.jpeg,0,0,0,0,1
outputs/training_data/76.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_76.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_76.jpeg,0,0,0,0,1
outputs/training_data/77.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_77.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_77.jpeg,0,0,0,0,1
outputs/training_data/78.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_78.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_78.jpeg,0,0,0,0,1
outputs/training_data/79.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_79.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_79.jpeg,0,0,0,0,1
outputs/training_data/80.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_80.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_80.jpeg,0,0,0,0,1
outputs/training_data/81.jpeg,1,0,0,0,1
outputs/training_data/vertically_flipped_81.jpeg,1,0,0,0,1
outputs/training_data/horizontally_flipped_81.jpeg,1,0,0,0,1
outputs/training_data/82.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_82.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_82.jpeg,1,0,1,0,0
outputs/training_data/83.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_83.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_83.jpeg,1,0,1,0,0
outputs/training_data/84.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_84.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_84.jpeg,1,0,1,0,0
outputs/training_data/85.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_85.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_85.jpeg,1,0,1,0,0
outputs/training_data/86.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_86.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_86.jpeg,1,0,1,0,0
outputs/training_data/87.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_87.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_87.jpeg,1,0,1,0,0
outputs/training_data/88.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_88.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_88.jpeg,1,0,1,0,0
outputs/training_data/89.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_89.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_89.jpeg,1,0,1,0,0
outputs/training_data/90.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_90.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_90.jpeg,1,0,1,0,0
outputs/training_data/91.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_91.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_91.jpeg,1,0,1,0,0
outputs/training_data/92.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_92.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_92.jpeg,1,0,1,0,0
outputs/training_data/93.jpeg,1,0,0,0,1
outputs/training_data/vertically_flipped_93.jpeg,1,0,0,0,1
outputs/training_data/horizontally_flipped_93.jpeg,1,0,0,0,1
outputs/training_data/94.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_94.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_94.jpeg,0,0,0,0,1
outputs/training_data/95.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_95.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_95.jpeg,0,0,0,0,1
outputs/training_data/96.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_96.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_96.jpeg,0,0,0,0,1
outputs/training_data/97.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_97.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_97.jpeg,0,0,0,0,1
outputs/training_data/98.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_98.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_98.jpeg,0,0,0,0,1
outputs/training_data/99.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_99.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_99.jpeg,0,0,0,0,1
outputs/training_data/100.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_100.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_100.jpeg,0,0,0,0,1
outputs/training_data/101.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_101.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_101.jpeg,0,0,0,0,1
outputs/training_data/102.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_102.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_102.jpeg,0,0,0,0,1
outputs/training_data/103.jpeg,1,0,0,0,1
outputs/training_data/vertically_flipped_103.jpeg,1,0,0,0,1
outputs/training_data/horizontally_flipped_103.jpeg,1,0,0,0,1
outputs/training_data/104.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_104.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_104.jpeg,1,0,1,0,0
outputs/training_data/105.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_105.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_105.jpeg,1,0,1,0,0
outputs/training_data/106.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_106.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_106.jpeg,1,0,1,0,0
outputs/training_data/107.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_107.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_107.jpeg,1,0,1,0,0
outputs/training_data/108.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_108.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_108.jpeg,1,0,1,0,0
outputs/training_data/109.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_109.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_109.jpeg,1,0,1,0,0
outputs/training_data/110.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_110.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_110.jpeg,1,0,1,0,0
outputs/training_data/111.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_111.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_111.jpeg,1,0,1,0,0
outputs/training_data/112.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_112.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_112.jpeg,1,0,1,0,0
outputs/training_data/113.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_113.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_113.jpeg,1,0,1,0,0
outputs/training_data/114.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_114.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_114.jpeg,1,0,1,0,0
outputs/training_data/115.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_115.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_115.jpeg,1,0,1,0,0
outputs/training_data/116.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_116.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_116.jpeg,1,0,1,0,0
outputs/training_data/117.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_117.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_117.jpeg,1,0,1,0,0
outputs/training_data/118.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_118.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_118.jpeg,1,0,1,0,0
outputs/training_data/119.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_119.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_119.jpeg,1,0,1,0,0
outputs/training_data/120.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_120.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_120.jpeg,1,0,1,0,0
outputs/training_data/121.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_121.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_121.jpeg,1,0,1,0,0
outputs/training_data/122.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_122.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_122.jpeg,0,0,0,0,1
outputs/training_data/123.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_123.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_123.jpeg,0,0,0,0,1
outputs/training_data/124.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_124.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_124.jpeg,0,0,0,0,1
outputs/training_data/125.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_125.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_125.jpeg,0,0,0,0,1
outputs/training_data/126.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_126.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_126.jpeg,0,0,0,0,1
outputs/training_data/127.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_127.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_127.jpeg,0,0,0,0,1
outputs/training_data/128.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_128.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_128.jpeg,0,0,0,0,1
outputs/training_data/129.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_129.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_129.jpeg,0,0,0,0,1
outputs/training_data/130.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_130.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_130.jpeg,1,0,1,0,0
outputs/training_data/131.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_131.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_131.jpeg,1,0,1,0,0
outputs/training_data/132.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_132.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_132.jpeg,1,0,1,0,0
outputs/training_data/133.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_133.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_133.jpeg,1,0,1,0,0
outputs/training_data/134.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_134.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_134.jpeg,1,0,1,0,0
outputs/training_data/135.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_135.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_135.jpeg,1,0,1,0,0
outputs/training_data/136.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_136.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_136.jpeg,1,0,1,0,0
outputs/training_data/137.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_137.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_137.jpeg,1,0,1,0,0
outputs/training_data/138.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_138.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_138.jpeg,1,0,1,0,0
outputs/training_data/139.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_139.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_139.jpeg,1,0,1,0,0
outputs/training_data/140.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_140.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_140.jpeg,1,0,1,0,0
outputs/training_data/141.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_141.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_141.jpeg,1,0,1,0,0
outputs/training_data/142.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_142.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_142.jpeg,1,0,1,0,0
outputs/training_data/143.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_143.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_143.jpeg,1,0,1,0,0
outputs/training_data/144.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_144.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_144.jpeg,1,0,1,0,0
outputs/training_data/145.jpeg,1,0,1,0,0
outputs/training_data/vertically_flipped_145.jpeg,1,0,1,0,0
outputs/training_data/horizontally_flipped_145.jpeg,1,0,1,0,0
outputs/training_data/146.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_146.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_146.jpeg,0,0,0,0,1
outputs/training_data/147.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_147.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_147.jpeg,0,0,0,0,1
outputs/training_data/148.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_148.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_148.jpeg,0,0,0,0,1
outputs/training_data/149.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_149.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_149.jpeg,0,0,0,0,1
outputs/training_data/150.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_150.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_150.jpeg,0,0,0,0,1
outputs/training_data/151.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_151.jpeg,0,0,0,0,1
outputs/training_data/horizontally_flipped_151.jpeg,0,0,0,0,1
outputs/training_data/152.jpeg,0,0,0,0,1
outputs/training_data/vertically_flipped_152.jpeg,0,0,0,0,1
